row_id,date,spot,strike,moneyness,option_type,maturity_label,maturity_days,tau,iv_observed
1957,2025-01-24,21775.9,19600,0.9,put,2M,60,0.2381,18.2401
1958,2025-01-24,21775.9,20150,0.925,call,2M,60,0.2381,16.5693
1959,2025-01-24,21775.9,20150,0.925,put,2M,60,0.2381,
1960,2025-01-24,21775.9,20700,0.95,call,2M,60,0.2381,
1961,2025-01-24,21775.9,20700,0.95,put,2M,60,0.2381,
1962,2025-01-24,21775.9,21250,0.975,call,2M,60,0.2381,
1963,2025-01-24,21775.9,21250,0.975,put,2M,60,0.2381,15.6171
1964,2025-01-24,21775.9,21800,1.0,call,2M,60,0.2381,16.1542
1965,2025-01-24,21775.9,21800,1.0,put,2M,60,0.2381,15.5967
1966,2025-01-24,21775.9,22300,1.025,call,2M,60,0.2381,15.6975
1967,2025-01-24,21775.9,22300,1.025,put,2M,60,0.2381,14.564
1968,2025-01-24,21775.9,22850,1.05,call,2M,60,0.2381,14.2807
1969,2025-01-24,21775.9,22850,1.05,put,2M,60,0.2381,15.0987
1970,2025-01-24,21775.9,23400,1.075,call,2M,60,0.2381,
1971,2025-01-24,21775.9,23400,1.075,put,2M,60,0.2381,13.7511
1972,2025-01-24,21775.9,23950,1.1,call,2M,60,0.2381,
1973,2025-01-24,21775.9,23950,1.1,put,2M,60,0.2381,14.5335
1974,2025-01-24,21775.9,24500,1.125,call,2M,60,0.2381,13.9722
1975,2025-01-24,21775.9,24500,1.125,put,2M,60,0.2381,
1976,2025-01-24,21775.9,25050,1.15,call,2M,60,0.2381,14.0585
1977,2025-01-24,21775.9,25050,1.15,put,2M,60,0.2381,13.6871
1978,2025-01-24,21775.9,26150,1.2,call,2M,60,0.2381,
1979,2025-01-24,21775.9,26150,1.2,put,2M,60,0.2381,
1980,2025-01-24,21775.9,17400,0.8,call,3M,91,0.36111,18.6167
1981,2025-01-24,21775.9,17400,0.8,put,3M,91,0.36111,20.4968
1982,2025-01-24,21775.9,18500,0.85,call,3M,91,0.36111,17.6381
1983,2025-01-24,21775.9,18500,0.85,put,3M,91,0.36111,
1984,2025-01-24,21775.9,19050,0.875,call,3M,91,0.36111,
1985,2025-01-24,21775.9,19050,0.875,put,3M,91,0.36111,17.7102
1986,2025-01-24,21775.9,19600,0.9,call,3M,91,0.36111,
1987,2025-01-24,21775.9,19600,0.9,put,3M,91,0.36111,
1988,2025-01-24,21775.9,20150,0.925,call,3M,91,0.36111,14.6834
1989,2025-01-24,21775.9,20150,0.925,put,3M,91,0.36111,
1990,2025-01-24,21775.9,20700,0.95,call,3M,91,0.36111,
1991,2025-01-24,21775.9,20700,0.95,put,3M,91,0.36111,16.5368
1992,2025-01-24,21775.9,21250,0.975,call,3M,91,0.36111,
1993,2025-01-24,21775.9,21250,0.975,put,3M,91,0.36111,15.4701
1994,2025-01-24,21775.9,21800,1.0,call,3M,91,0.36111,
1995,2025-01-24,21775.9,21800,1.0,put,3M,91,0.36111,15.4284
1996,2025-01-24,21775.9,22300,1.025,call,3M,91,0.36111,
1997,2025-01-24,21775.9,22300,1.025,put,3M,91,0.36111,
1998,2025-01-24,21775.9,22850,1.05,call,3M,91,0.36111,
1999,2025-01-24,21775.9,22850,1.05,put,3M,91,0.36111,14.7901
2000,2025-01-24,21775.9,23400,1.075,call,3M,91,0.36111,14.8694
2001,2025-01-24,21775.9,23400,1.075,put,3M,91,0.36111,
2002,2025-01-24,21775.9,23950,1.1,call,3M,91,0.36111,14.9159
2003,2025-01-24,21775.9,23950,1.1,put,3M,91,0.36111,
2004,2025-01-24,21775.9,24500,1.125,call,3M,91,0.36111,14.2642
2005,2025-01-24,21775.9,24500,1.125,put,3M,91,0.36111,
2006,2025-01-24,21775.9,25050,1.15,call,3M,91,0.36111,14.5091
2007,2025-01-24,21775.9,25050,1.15,put,3M,91,0.36111,
2008,2025-01-24,21775.9,26150,1.2,call,3M,91,0.36111,13.7014
2009,2025-01-24,21775.9,26150,1.2,put,3M,91,0.36111,12.2277
2010,2025-01-24,21775.9,17400,0.8,call,6M,182,0.72222,
2011,2025-01-24,21775.9,17400,0.8,put,6M,182,0.72222,
2012,2025-01-24,21775.9,18500,0.85,call,6M,182,0.72222,16.2592
2013,2025-01-24,21775.9,18500,0.85,put,6M,182,0.72222,
2014,2025-01-24,21775.9,19050,0.875,call,6M,182,0.72222,
2015,2025-01-24,21775.9,19050,0.875,put,6M,182,0.72222,
2016,2025-01-24,21775.9,19600,0.9,call,6M,182,0.72222,
2017,2025-01-24,21775.9,19600,0.9,put,6M,182,0.72222,15.3072
2018,2025-01-24,21775.9,20150,0.925,call,6M,182,0.72222,15.0738
2019,2025-01-24,21775.9,20150,0.925,put,6M,182,0.72222,14.4896
2020,2025-01-24,21775.9,20700,0.95,call,6M,182,0.72222,14.8057
2021,2025-01-24,21775.9,20700,0.95,put,6M,182,0.72222,15.9765
2022,2025-01-24,21775.9,21250,0.975,call,6M,182,0.72222,
2023,2025-01-24,21775.9,21250,0.975,put,6M,182,0.72222,14.9264
2024,2025-01-24,21775.9,21800,1.0,call,6M,182,0.72222,13.948
2025,2025-01-24,21775.9,21800,1.0,put,6M,182,0.72222,14.2699
2026,2025-01-24,21775.9,22300,1.025,call,6M,182,0.72222,
2027,2025-01-24,21775.9,22300,1.025,put,6M,182,0.72222,
2028,2025-01-24,21775.9,22850,1.05,call,6M,182,0.72222,15.1083
2029,2025-01-24,21775.9,22850,1.05,put,6M,182,0.72222,
2030,2025-01-24,21775.9,23400,1.075,call,6M,182,0.72222,13.7806
2031,2025-01-24,21775.9,23400,1.075,put,6M,182,0.72222,14.2773
2032,2025-01-24,21775.9,23950,1.1,call,6M,182,0.72222,
2033,2025-01-24,21775.9,23950,1.1,put,6M,182,0.72222,
2034,2025-01-24,21775.9,24500,1.125,call,6M,182,0.72222,
2035,2025-01-24,21775.9,24500,1.125,put,6M,182,0.72222,
2036,2025-01-24,21775.9,25050,1.15,call,6M,182,0.72222,14.0248
2037,2025-01-24,21775.9,25050,1.15,put,6M,182,0.72222,
2038,2025-01-24,21775.9,26150,1.2,call,6M,182,0.72222,
2039,2025-01-24,21775.9,26150,1.2,put,6M,182,0.72222,
2040,2025-01-27,21866.91,17500,0.8,call,1M,30,0.11905,
2041,2025-01-27,21866.91,17500,0.8,put,1M,30,0.11905,
2042,2025-01-27,21866.91,18600,0.85,call,1M,30,0.11905,31.1007
2043,2025-01-27,21866.91,18600,0.85,put,1M,30,0.11905,33.3152
2044,2025-01-27,21866.91,19150,0.875,call,1M,30,0.11905,
2045,2025-01-27,21866.91,19150,0.875,put,1M,30,0.11905,
2046,2025-01-27,21866.91,19700,0.9,call,1M,30,0.11905,
2047,2025-01-27,21866.91,19700,0.9,put,1M,30,0.11905,31.1229
2048,2025-01-27,21866.91,20250,0.925,call,1M,30,0.11905,30.2626
2049,2025-01-27,21866.91,20250,0.925,put,1M,30,0.11905,30.0579
2050,2025-01-27,21866.91,20750,0.95,call,1M,30,0.11905,28.4683
2051,2025-01-27,21866.91,20750,0.95,put,1M,30,0.11905,28.9846
2052,2025-01-27,21866.91,21300,0.975,call,1M,30,0.11905,
2053,2025-01-27,21866.91,21300,0.975,put,1M,30,0.11905,
2054,2025-01-27,21866.91,21850,1.0,call,1M,30,0.11905,26.5483
2055,2025-01-27,21866.91,21850,1.0,put,1M,30,0.11905,
2056,2025-01-27,21866.91,22400,1.025,call,1M,30,0.11905,
2057,2025-01-27,21866.91,22400,1.025,put,1M,30,0.11905,
2058,2025-01-27,21866.91,22950,1.05,call,1M,30,0.11905,26.7525
2059,2025-01-27,21866.91,22950,1.05,put,1M,30,0.11905,26.7218
2060,2025-01-27,21866.91,23500,1.075,call,1M,30,0.11905,
2061,2025-01-27,21866.91,23500,1.075,put,1M,30,0.11905,
2062,2025-01-27,21866.91,24050,1.1,call,1M,30,0.11905,
2063,2025-01-27,21866.91,24050,1.1,put,1M,30,0.11905,24.6188
2064,2025-01-27,21866.91,24600,1.125,call,1M,30,0.11905,
2065,2025-01-27,21866.91,24600,1.125,put,1M,30,0.11905,
2066,2025-01-27,21866.91,25150,1.15,call,1M,30,0.11905,
2067,2025-01-27,21866.91,25150,1.15,put,1M,30,0.11905,
2068,2025-01-27,21866.91,26250,1.2,call,1M,30,0.11905,25.7357
2069,2025-01-27,21866.91,26250,1.2,put,1M,30,0.11905,
2070,2025-01-27,21866.91,17500,0.8,call,2M,60,0.2381,32.1563
2071,2025-01-27,21866.91,17500,0.8,put,2M,60,0.2381,32.9038
2072,2025-01-27,21866.91,18600,0.85,call,2M,60,0.2381,
2073,2025-01-27,21866.91,18600,0.85,put,2M,60,0.2381,30.0653
2074,2025-01-27,21866.91,19150,0.875,call,2M,60,0.2381,28.1116
2075,2025-01-27,21866.91,19150,0.875,put,2M,60,0.2381,
2076,2025-01-27,21866.91,19700,0.9,call,2M,60,0.2381,
2077,2025-01-27,21866.91,19700,0.9,put,2M,60,0.2381,
2078,2025-01-27,21866.91,20250,0.925,call,2M,60,0.2381,
2079,2025-01-27,21866.91,20250,0.925,put,2M,60,0.2381,
2080,2025-01-27,21866.91,20750,0.95,call,2M,60,0.2381,26.4423
2081,2025-01-27,21866.91,20750,0.95,put,2M,60,0.2381,27.919
2082,2025-01-27,21866.91,21300,0.975,call,2M,60,0.2381,27.179
2083,2025-01-27,21866.91,21300,0.975,put,2M,60,0.2381,
2084,2025-01-27,21866.91,21850,1.0,call,2M,60,0.2381,
2085,2025-01-27,21866.91,21850,1.0,put,2M,60,0.2381,
2086,2025-01-27,21866.91,22400,1.025,call,2M,60,0.2381,
2087,2025-01-27,21866.91,22400,1.025,put,2M,60,0.2381,25.8343
2088,2025-01-27,21866.91,22950,1.05,call,2M,60,0.2381,26.9899
2089,2025-01-27,21866.91,22950,1.05,put,2M,60,0.2381,25.2761
2090,2025-01-27,21866.91,23500,1.075,call,2M,60,0.2381,
2091,2025-01-27,21866.91,23500,1.075,put,2M,60,0.2381,24.641
2092,2025-01-27,21866.91,24050,1.1,call,2M,60,0.2381,25.9525
2093,2025-01-27,21866.91,24050,1.1,put,2M,60,0.2381,24.5356
2094,2025-01-27,21866.91,24600,1.125,call,2M,60,0.2381,
2095,2025-01-27,21866.91,24600,1.125,put,2M,60,0.2381,25.1007
2096,2025-01-27,21866.91,25150,1.15,call,2M,60,0.2381,
2097,2025-01-27,21866.91,25150,1.15,put,2M,60,0.2381,23.6866
2098,2025-01-27,21866.91,26250,1.2,call,2M,60,0.2381,
2099,2025-01-27,21866.91,26250,1.2,put,2M,60,0.2381,24.2607
2100,2025-01-27,21866.91,17500,0.8,call,3M,91,0.36111,28.9418
2101,2025-01-27,21866.91,17500,0.8,put,3M,91,0.36111,
2102,2025-01-27,21866.91,18600,0.85,call,3M,91,0.36111,
2103,2025-01-27,21866.91,18600,0.85,put,3M,91,0.36111,29.7706
2104,2025-01-27,21866.91,19150,0.875,call,3M,91,0.36111,
2105,2025-01-27,21866.91,19150,0.875,put,3M,91,0.36111,
2106,2025-01-27,21866.91,19700,0.9,call,3M,91,0.36111,
2107,2025-01-27,21866.91,19700,0.9,put,3M,91,0.36111,
2108,2025-01-27,21866.91,20250,0.925,call,3M,91,0.36111,26.306
2109,2025-01-27,21866.91,20250,0.925,put,3M,91,0.36111,27.4846
2110,2025-01-27,21866.91,20750,0.95,call,3M,91,0.36111,
2111,2025-01-27,21866.91,20750,0.95,put,3M,91,0.36111,
2112,2025-01-27,21866.91,21300,0.975,call,3M,91,0.36111,26.8667
2113,2025-01-27,21866.91,21300,0.975,put,3M,91,0.36111,25.2136
2114,2025-01-27,21866.91,21850,1.0,call,3M,91,0.36111,26.3823
2115,2025-01-27,21866.91,21850,1.0,put,3M,91,0.36111,
2116,2025-01-27,21866.91,22400,1.025,call,3M,91,0.36111,24.8881
2117,2025-01-27,21866.91,22400,1.025,put,3M,91,0.36111,24.4845
2118,2025-01-27,21866.91,22950,1.05,call,3M,91,0.36111,25.0776
2119,2025-01-27,21866.91,22950,1.05,put,3M,91,0.36111,25.3182
2120,2025-01-27,21866.91,23500,1.075,call,3M,91,0.36111,24.9747
2121,2025-01-27,21866.91,23500,1.075,put,3M,91,0.36111,25.356
2122,2025-01-27,21866.91,24050,1.1,call,3M,91,0.36111,
2123,2025-01-27,21866.91,24050,1.1,put,3M,91,0.36111,
2124,2025-01-27,21866.91,24600,1.125,call,3M,91,0.36111,
2125,2025-01-27,21866.91,24600,1.125,put,3M,91,0.36111,24.2473
2126,2025-01-27,21866.91,25150,1.15,call,3M,91,0.36111,25.4028
2127,2025-01-27,21866.91,25150,1.15,put,3M,91,0.36111,23.5937
2128,2025-01-27,21866.91,26250,1.2,call,3M,91,0.36111,23.2511
2129,2025-01-27,21866.91,26250,1.2,put,3M,91,0.36111,
2130,2025-01-27,21866.91,17500,0.8,call,6M,182,0.72222,
2131,2025-01-27,21866.91,17500,0.8,put,6M,182,0.72222,28.2332
2132,2025-01-27,21866.91,18600,0.85,call,6M,182,0.72222,
2133,2025-01-27,21866.91,18600,0.85,put,6M,182,0.72222,26.0827
2134,2025-01-27,21866.91,19150,0.875,call,6M,182,0.72222,
2135,2025-01-27,21866.91,19150,0.875,put,6M,182,0.72222,26.9631
2136,2025-01-27,21866.91,19700,0.9,call,6M,182,0.72222,
2137,2025-01-27,21866.91,19700,0.9,put,6M,182,0.72222,25.9944
2138,2025-01-27,21866.91,20250,0.925,call,6M,182,0.72222,
2139,2025-01-27,21866.91,20250,0.925,put,6M,182,0.72222,
2140,2025-01-27,21866.91,20750,0.95,call,6M,182,0.72222,25.11
2141,2025-01-27,21866.91,20750,0.95,put,6M,182,0.72222,24.8419
2142,2025-01-27,21866.91,21300,0.975,call,6M,182,0.72222,24.3888
2143,2025-01-27,21866.91,21300,0.975,put,6M,182,0.72222,24.8468
2144,2025-01-27,21866.91,21850,1.0,call,6M,182,0.72222,24.0568
2145,2025-01-27,21866.91,21850,1.0,put,6M,182,0.72222,
2146,2025-01-27,21866.91,22400,1.025,call,6M,182,0.72222,24.8548
2147,2025-01-27,21866.91,22400,1.025,put,6M,182,0.72222,
2148,2025-01-27,21866.91,22950,1.05,call,6M,182,0.72222,24.8005
2149,2025-01-27,21866.91,22950,1.05,put,6M,182,0.72222,
2150,2025-01-27,21866.91,23500,1.075,call,6M,182,0.72222,23.4625
2151,2025-01-27,21866.91,23500,1.075,put,6M,182,0.72222,
2152,2025-01-27,21866.91,24050,1.1,call,6M,182,0.72222,25.1107
2153,2025-01-27,21866.91,24050,1.1,put,6M,182,0.72222,
2154,2025-01-27,21866.91,24600,1.125,call,6M,182,0.72222,
2155,2025-01-27,21866.91,24600,1.125,put,6M,182,0.72222,24.3236
2156,2025-01-27,21866.91,25150,1.15,call,6M,182,0.72222,25.0115
2157,2025-01-27,21866.91,25150,1.15,put,6M,182,0.72222,23.891
2158,2025-01-27,21866.91,26250,1.2,call,6M,182,0.72222,24.3751
2159,2025-01-27,21866.91,26250,1.2,put,6M,182,0.72222,
2160,2025-01-28,21638.59,17300,0.8,call,1M,30,0.11905,
2161,2025-01-28,21638.59,17300,0.8,put,1M,30,0.11905,36.5057
2162,2025-01-28,21638.59,18400,0.85,call,1M,30,0.11905,
2163,2025-01-28,21638.59,18400,0.85,put,1M,30,0.11905,
2164,2025-01-28,21638.59,18950,0.875,call,1M,30,0.11905,29.9922
2165,2025-01-28,21638.59,18950,0.875,put,1M,30,0.11905,32.3827
2166,2025-01-28,21638.59,19450,0.9,call,1M,30,0.11905,
2167,2025-01-28,21638.59,19450,0.9,put,1M,30,0.11905,
2168,2025-01-28,21638.59,20000,0.925,call,1M,30,0.11905,29.4957
2169,2025-01-28,21638.59,20000,0.925,put,1M,30,0.11905,29.2147
2170,2025-01-28,21638.59,20550,0.95,call,1M,30,0.11905,
2171,2025-01-28,21638.59,20550,0.95,put,1M,30,0.11905,28.6396
2172,2025-01-28,21638.59,21100,0.975,call,1M,30,0.11905,27.8803
2173,2025-01-28,21638.59,21100,0.975,put,1M,30,0.11905,
2174,2025-01-28,21638.59,21650,1.0,call,1M,30,0.11905,
2175,2025-01-28,21638.59,21650,1.0,put,1M,30,0.11905,29.2091
2176,2025-01-28,21638.59,22200,1.025,call,1M,30,0.11905,
2177,2025-01-28,21638.59,22200,1.025,put,1M,30,0.11905,26.9031
2178,2025-01-28,21638.59,22700,1.05,call,1M,30,0.11905,27.2696
2179,2025-01-28,21638.59,22700,1.05,put,1M,30,0.11905,
2180,2025-01-28,21638.59,23250,1.075,call,1M,30,0.11905,26.5511
2181,2025-01-28,21638.59,23250,1.075,put,1M,30,0.11905,26.8688
2182,2025-01-28,21638.59,23800,1.1,call,1M,30,0.11905,
2183,2025-01-28,21638.59,23800,1.1,put,1M,30,0.11905,
2184,2025-01-28,21638.59,24350,1.125,call,1M,30,0.11905,26.7586
2185,2025-01-28,21638.59,24350,1.125,put,1M,30,0.11905,
2186,2025-01-28,21638.59,24900,1.15,call,1M,30,0.11905,26.76
2187,2025-01-28,21638.59,24900,1.15,put,1M,30,0.11905,24.227
2188,2025-01-28,21638.59,25950,1.2,call,1M,30,0.11905,
2189,2025-01-28,21638.59,25950,1.2,put,1M,30,0.11905,
2190,2025-01-28,21638.59,17300,0.8,call,2M,60,0.2381,
2191,2025-01-28,21638.59,17300,0.8,put,2M,60,0.2381,33.551
2192,2025-01-28,21638.59,18400,0.85,call,2M,60,0.2381,29.6401
2193,2025-01-28,21638.59,18400,0.85,put,2M,60,0.2381,
2194,2025-01-28,21638.59,18950,0.875,call,2M,60,0.2381,28.6823
2195,2025-01-28,21638.59,18950,0.875,put,2M,60,0.2381,30.3311
2196,2025-01-28,21638.59,19450,0.9,call,2M,60,0.2381,27.4607
2197,2025-01-28,21638.59,19450,0.9,put,2M,60,0.2381,
2198,2025-01-28,21638.59,20000,0.925,call,2M,60,0.2381,27.9597
2199,2025-01-28,21638.59,20000,0.925,put,2M,60,0.2381,
2200,2025-01-28,21638.59,20550,0.95,call,2M,60,0.2381,26.9573
2201,2025-01-28,21638.59,20550,0.95,put,2M,60,0.2381,
2202,2025-01-28,21638.59,21100,0.975,call,2M,60,0.2381,25.9333
2203,2025-01-28,21638.59,21100,0.975,put,2M,60,0.2381,
2204,2025-01-28,21638.59,21650,1.0,call,2M,60,0.2381,
2205,2025-01-28,21638.59,21650,1.0,put,2M,60,0.2381,26.671
2206,2025-01-28,21638.59,22200,1.025,call,2M,60,0.2381,
2207,2025-01-28,21638.59,22200,1.025,put,2M,60,0.2381,
2208,2025-01-28,21638.59,22700,1.05,call,2M,60,0.2381,25.867
2209,2025-01-28,21638.59,22700,1.05,put,2M,60,0.2381,
2210,2025-01-28,21638.59,23250,1.075,call,2M,60,0.2381,26.061
2211,2025-01-28,21638.59,23250,1.075,put,2M,60,0.2381,25.2332
2212,2025-01-28,21638.59,23800,1.1,call,2M,60,0.2381,
2213,2025-01-28,21638.59,23800,1.1,put,2M,60,0.2381,24.3385
2214,2025-01-28,21638.59,24350,1.125,call,2M,60,0.2381,24.1539
2215,2025-01-28,21638.59,24350,1.125,put,2M,60,0.2381,24.9689
2216,2025-01-28,21638.59,24900,1.15,call,2M,60,0.2381,25.0624
2217,2025-01-28,21638.59,24900,1.15,put,2M,60,0.2381,23.528
2218,2025-01-28,21638.59,25950,1.2,call,2M,60,0.2381,25.7594
2219,2025-01-28,21638.59,25950,1.2,put,2M,60,0.2381,23.3695
2220,2025-01-28,21638.59,17300,0.8,call,3M,91,0.36111,
2221,2025-01-28,21638.59,17300,0.8,put,3M,91,0.36111,31.4361
2222,2025-01-28,21638.59,18400,0.85,call,3M,91,0.36111,
2223,2025-01-28,21638.59,18400,0.85,put,3M,91,0.36111,
2224,2025-01-28,21638.59,18950,0.875,call,3M,91,0.36111,
2225,2025-01-28,21638.59,18950,0.875,put,3M,91,0.36111,28.5939
2226,2025-01-28,21638.59,19450,0.9,call,3M,91,0.36111,26.7529
2227,2025-01-28,21638.59,19450,0.9,put,3M,91,0.36111,27.8173
2228,2025-01-28,21638.59,20000,0.925,call,3M,91,0.36111,25.5414
2229,2025-01-28,21638.59,20000,0.925,put,3M,91,0.36111,
2230,2025-01-28,21638.59,20550,0.95,call,3M,91,0.36111,25.6053
2231,2025-01-28,21638.59,20550,0.95,put,3M,91,0.36111,
2232,2025-01-28,21638.59,21100,0.975,call,3M,91,0.36111,25.0509
2233,2025-01-28,21638.59,21100,0.975,put,3M,91,0.36111,26.6029
2234,2025-01-28,21638.59,21650,1.0,call,3M,91,0.36111,25.2591
2235,2025-01-28,21638.59,21650,1.0,put,3M,91,0.36111,26.3406
2236,2025-01-28,21638.59,22200,1.025,call,3M,91,0.36111,25.0764
2237,2025-01-28,21638.59,22200,1.025,put,3M,91,0.36111,24.289
2238,2025-01-28,21638.59,22700,1.05,call,3M,91,0.36111,24.5799
2239,2025-01-28,21638.59,22700,1.05,put,3M,91,0.36111,25.4867
2240,2025-01-28,21638.59,23250,1.075,call,3M,91,0.36111,
2241,2025-01-28,21638.59,23250,1.075,put,3M,91,0.36111,24.2146
2242,2025-01-28,21638.59,23800,1.1,call,3M,91,0.36111,25.0418
2243,2025-01-28,21638.59,23800,1.1,put,3M,91,0.36111,
2244,2025-01-28,21638.59,24350,1.125,call,3M,91,0.36111,
2245,2025-01-28,21638.59,24350,1.125,put,3M,91,0.36111,
2246,2025-01-28,21638.59,24900,1.15,call,3M,91,0.36111,
2247,2025-01-28,21638.59,24900,1.15,put,3M,91,0.36111,
2248,2025-01-28,21638.59,25950,1.2,call,3M,91,0.36111,
2249,2025-01-28,21638.59,25950,1.2,put,3M,91,0.36111,23.7468
2250,2025-01-28,21638.59,17300,0.8,call,6M,182,0.72222,26.5307
2251,2025-01-28,21638.59,17300,0.8,put,6M,182,0.72222,
2252,2025-01-28,21638.59,18400,0.85,call,6M,182,0.72222,26.3876
2253,2025-01-28,21638.59,18400,0.85,put,6M,182,0.72222,26.7185
2254,2025-01-28,21638.59,18950,0.875,call,6M,182,0.72222,
2255,2025-01-28,21638.59,18950,0.875,put,6M,182,0.72222,25.7922
2256,2025-01-28,21638.59,19450,0.9,call,6M,182,0.72222,25.3031
2257,2025-01-28,21638.59,19450,0.9,put,6M,182,0.72222,
2258,2025-01-28,21638.59,20000,0.925,call,6M,182,0.72222,25.651
2259,2025-01-28,21638.59,20000,0.925,put,6M,182,0.72222,
2260,2025-01-28,21638.59,20550,0.95,call,6M,182,0.72222,23.9287
2261,2025-01-28,21638.59,20550,0.95,put,6M,182,0.72222,
2262,2025-01-28,21638.59,21100,0.975,call,6M,182,0.72222,23.9628
2263,2025-01-28,21638.59,21100,0.975,put,6M,182,0.72222,24.4917
2264,2025-01-28,21638.59,21650,1.0,call,6M,182,0.72222,24.5587
2265,2025-01-28,21638.59,21650,1.0,put,6M,182,0.72222,23.8756
2266,2025-01-28,21638.59,22200,1.025,call,6M,182,0.72222,
2267,2025-01-28,21638.59,22200,1.025,put,6M,182,0.72222,23.8946
2268,2025-01-28,21638.59,22700,1.05,call,6M,182,0.72222,
2269,2025-01-28,21638.59,22700,1.05,put,6M,182,0.72222,
2270,2025-01-28,21638.59,23250,1.075,call,6M,182,0.72222,
2271,2025-01-28,21638.59,23250,1.075,put,6M,182,0.72222,24.2611
2272,2025-01-28,21638.59,23800,1.1,call,6M,182,0.72222,24.1158
2273,2025-01-28,21638.59,23800,1.1,put,6M,182,0.72222,23.9358
2274,2025-01-28,21638.59,24350,1.125,call,6M,182,0.72222,25.453
2275,2025-01-28,21638.59,24350,1.125,put,6M,182,0.72222,
2276,2025-01-28,21638.59,24900,1.15,call,6M,182,0.72222,
2277,2025-01-28,21638.59,24900,1.15,put,6M,182,0.72222,
2278,2025-01-28,21638.59,25950,1.2,call,6M,182,0.72222,
2279,2025-01-28,21638.59,25950,1.2,put,6M,182,0.72222,
2280,2025-01-29,21283.47,17050,0.8,call,1M,30,0.11905,26.5913
2281,2025-01-29,21283.47,17050,0.8,put,1M,30,0.11905,29.7092
2282,2025-01-29,21283.47,18100,0.85,call,1M,30,0.11905,
2283,2025-01-29,21283.47,18100,0.85,put,1M,30,0.11905,25.4807
2284,2025-01-29,21283.47,18600,0.875,call,1M,30,0.11905,
2285,2025-01-29,21283.47,18600,0.875,put,1M,30,0.11905,25.0625
2286,2025-01-29,21283.47,19150,0.9,call,1M,30,0.11905,
2287,2025-01-29,21283.47,19150,0.9,put,1M,30,0.11905,
2288,2025-01-29,21283.47,19700,0.925,call,1M,30,0.11905,22.181
2289,2025-01-29,21283.47,19700,0.925,put,1M,30,0.11905,22.1437
2290,2025-01-29,21283.47,20200,0.95,call,1M,30,0.11905,21.965
2291,2025-01-29,21283.47,20200,0.95,put,1M,30,0.11905,
2292,2025-01-29,21283.47,20750,0.975,call,1M,30,0.11905,
2293,2025-01-29,21283.47,20750,0.975,put,1M,30,0.11905,21.1867
2294,2025-01-29,21283.47,21300,1.0,call,1M,30,0.11905,
2295,2025-01-29,21283.47,21300,1.0,put,1M,30,0.11905,
2296,2025-01-29,21283.47,21800,1.025,call,1M,30,0.11905,
2297,2025-01-29,21283.47,21800,1.025,put,1M,30,0.11905,
2298,2025-01-29,21283.47,22350,1.05,call,1M,30,0.11905,20.4165
2299,2025-01-29,21283.47,22350,1.05,put,1M,30,0.11905,19.0571
2300,2025-01-29,21283.47,22900,1.075,call,1M,30,0.11905,19.8721
2301,2025-01-29,21283.47,22900,1.075,put,1M,30,0.11905,18.1391
2302,2025-01-29,21283.47,23400,1.1,call,1M,30,0.11905,
2303,2025-01-29,21283.47,23400,1.1,put,1M,30,0.11905,18.1286
2304,2025-01-29,21283.47,23950,1.125,call,1M,30,0.11905,19.3298
2305,2025-01-29,21283.47,23950,1.125,put,1M,30,0.11905,
2306,2025-01-29,21283.47,24500,1.15,call,1M,30,0.11905,19.0035
2307,2025-01-29,21283.47,24500,1.15,put,1M,30,0.11905,
2308,2025-01-29,21283.47,25550,1.2,call,1M,30,0.11905,
2309,2025-01-29,21283.47,25550,1.2,put,1M,30,0.11905,15.7962
2310,2025-01-29,21283.47,17050,0.8,call,2M,60,0.2381,25.2796
2311,2025-01-29,21283.47,17050,0.8,put,2M,60,0.2381,
2312,2025-01-29,21283.47,18100,0.85,call,2M,60,0.2381,
2313,2025-01-29,21283.47,18100,0.85,put,2M,60,0.2381,24.4584
2314,2025-01-29,21283.47,18600,0.875,call,2M,60,0.2381,
2315,2025-01-29,21283.47,18600,0.875,put,2M,60,0.2381,23.2478
2316,2025-01-29,21283.47,19150,0.9,call,2M,60,0.2381,
2317,2025-01-29,21283.47,19150,0.9,put,2M,60,0.2381,22.0986
2318,2025-01-29,21283.47,19700,0.925,call,2M,60,0.2381,
2319,2025-01-29,21283.47,19700,0.925,put,2M,60,0.2381,
2320,2025-01-29,21283.47,20200,0.95,call,2M,60,0.2381,
2321,2025-01-29,21283.47,20200,0.95,put,2M,60,0.2381,20.3054
2322,2025-01-29,21283.47,20750,0.975,call,2M,60,0.2381,19.8461
2323,2025-01-29,21283.47,20750,0.975,put,2M,60,0.2381,19.7454
2324,2025-01-29,21283.47,21300,1.0,call,2M,60,0.2381,
2325,2025-01-29,21283.47,21300,1.0,put,2M,60,0.2381,
2326,2025-01-29,21283.47,21800,1.025,call,2M,60,0.2381,
2327,2025-01-29,21283.47,21800,1.025,put,2M,60,0.2381,19.1526
2328,2025-01-29,21283.47,22350,1.05,call,2M,60,0.2381,19.2912
2329,2025-01-29,21283.47,22350,1.05,put,2M,60,0.2381,
2330,2025-01-29,21283.47,22900,1.075,call,2M,60,0.2381,18.8757
2331,2025-01-29,21283.47,22900,1.075,put,2M,60,0.2381,
2332,2025-01-29,21283.47,23400,1.1,call,2M,60,0.2381,18.9626
